"Co","UMean:0","UMean:1","UMean:2","k","kMean","nut","omega","pMean","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","p","U:0","U:1","U:2","arc_length","Points:0","Points:1","Points:2"
29.968,0,0,0,4.2817e-06,4.1819e-06,0,1526.2,-0.013398,3.0416e-05,8.1464e-06,2.5386e-05,0.25905,-0.013172,-0.0068828,-0.0018677,-0.0060872,0.041392,0.017004,0,0.016677
29.675,0,0,0,4.1947e-06,4.0639e-06,0,1531.9,-0.013395,3.0081e-05,8.1105e-06,2.5275e-05,0.25608,-0.013169,-0.0067938,-0.0018557,-0.0060468,0.041454,0.01705,0,0.016719
29.483,0,0,0,4.1481e-06,3.9963e-06,0,1535.1,-0.013393,2.9802e-05,8.0797e-06,2.5188e-05,0.25428,-0.013167,-0.0067264,-0.0018469,-0.0060145,0.041515,0.017094,0,0.01676
28.278,0,0,0,3.8757e-06,3.5746e-06,0,1554.9,-0.013366,2.8122e-05,7.6231e-06,2.4763e-05,0.24364,-0.013145,-0.0063247,-0.0017318,-0.0058367,0.04189,0.017366,-4.1359e-25,0.017018
27.103,0,0,0,3.5888e-06,3.1544e-06,0,1565.2,-0.013371,2.6439e-05,7.6858e-06,2.4144e-05,0.2341,-0.013146,-0.0059365,-0.0017401,-0.0056732,0.042232,0.017612,0,0.017257
26.78,0,0,0,3.5153e-06,3.0396e-06,0,1568,-0.013369,2.5996e-05,7.6308e-06,2.4007e-05,0.23165,-0.013143,-0.0058354,-0.0017261,-0.0056348,0.042325,0.017678,0,0.017322
26.576,0,0,0,3.4748e-06,2.9681e-06,0,1564.9,-0.013367,2.5598e-05,7.5772e-06,2.3872e-05,0.2304,-0.013141,-0.0057524,-0.0017156,-0.005602,0.042424,0.017747,0,0.017393
25.912,0,0,0,3.3637e-06,2.7333e-06,0,1554.2,-0.013346,2.4333e-05,7.1375e-06,2.3589e-05,0.22706,-0.013123,-0.0054952,-0.0016217,-0.0055264,0.04276,0.017982,0,0.017634
25.148,0,0,0,3.2393e-06,2.4941e-06,0,1537.9,-0.013356,2.2859e-05,7.184e-06,2.3189e-05,0.22428,-0.013128,-0.0052288,-0.0016411,-0.005447,0.043076,0.018199,0,0.017863
24.872,0,0,0,3.2026e-06,2.4073e-06,0,1531.8,-0.013355,2.2338e-05,7.1044e-06,2.3103e-05,0.22358,-0.013126,-0.005138,-0.0016264,-0.0054307,0.043196,0.018281,0,0.01795
24.777,0,0,0,3.1929e-06,2.3557e-06,0,1519.3,-0.013354,2.1904e-05,7.0309e-06,2.3047e-05,0.22408,-0.013124,-0.0050608,-0.0016161,-0.0054284,0.043332,0.018374,0,0.01805
24.65,0,0,0,3.2094e-06,2.2617e-06,0,1492.1,-0.013338,2.1085e-05,6.6205e-06,2.3167e-05,0.22652,-0.013109,-0.0049278,-0.0015358,-0.0054758,0.043632,0.018577,0,0.018271
24.173,0,0,0,3.2251e-06,2.1533e-06,0,1447.7,-0.013351,1.9873e-05,6.64e-06,2.2856e-05,0.2307,-0.013115,-0.0047395,-0.0015635,-0.0054635,0.043945,0.018784,0,0.018505
24.017,0,0,0,3.2461e-06,2.118e-06,0,1430.2,-0.013351,1.9447e-05,6.5493e-06,2.2829e-05,0.23289,-0.013114,-0.0046796,-0.0015517,-0.0054794,0.044068,0.018866,0,0.018598
24.556,0,0,0,3.4957e-06,2.1593e-06,0,1315.5,-0.013353,1.8687e-05,6.1929e-06,2.2775e-05,0.25243,-0.013111,-0.0046951,-0.0015302,-0.0055995,0.044506,0.019149,0,0.018931
24.368,0,0,0,3.5882e-06,2.1988e-06,0,1290.8,-0.013354,1.8715e-05,6.0997e-06,2.2692e-05,0.2586,-0.013111,-0.0047391,-0.001521,-0.0056646,0.044565,0.019187,0,0.018977
23.29,0,0,0,4.2445e-06,2.4876e-06,0,1132.1,-0.013346,1.9091e-05,5.2529e-06,2.246e-05,0.30044,-0.013103,-0.0050775,-0.0013961,-0.0061615,0.044944,0.019428,0,0.019269
21.047,0,0,0,3.6258e-06,2.0298e-06,0,1719.9,-0.013348,1.8212e-05,5.2293e-06,2.4236e-05,0.24542,-0.0131,-0.0044415,-0.0011829,-0.0056078,0.045382,0.019702,0,0.019611
21.191,0,0,0,2.3906e-06,1.2557e-06,0,2092.9,-0.013375,1.7535e-05,5.7641e-06,2.2049e-05,0.17159,-0.013122,-0.0035314,-0.0011481,-0.0046056,0.045709,0.0199,0,0.019871
21.291,0,0,0,1.9864e-06,1.0008e-06,0,2221,-0.013379,1.7379e-05,5.857e-06,2.1422e-05,0.14691,-0.013125,-0.003238,-0.0011154,-0.0042889,0.045821,0.019968,0,0.01996
21.186,0,0,0,2.1449e-06,1.0621e-06,0,2136.6,-0.013381,1.6838e-05,5.7549e-06,2.2586e-05,0.15565,-0.013124,-0.0033056,-0.0011176,-0.0045522,0.045953,0.020046,0,0.020066
21.182,0,0,0,2.5765e-06,1.2349e-06,0,1939.9,-0.013372,1.5844e-05,5.2732e-06,2.5782e-05,0.17818,-0.013111,-0.0035232,-0.0010731,-0.0052608,0.04626,0.020229,0,0.020313
22.702,0,0,0,3.0586e-06,1.416e-06,0,1716.4,-0.013383,1.5262e-05,4.9231e-06,2.7093e-05,0.20719,-0.013112,-0.0036061,-0.001067,-0.0058067,0.046699,0.020485,0,0.02067
23.155,0,0,0,3.4661e-06,1.5667e-06,0,1611.5,-0.013404,1.4787e-05,4.8479e-06,2.7441e-05,0.22715,-0.013124,-0.003652,-0.001082,-0.0060689,0.046927,0.020613,0,0.020858
23.822,0,0,0,3.9195e-06,1.7418e-06,0,1513.5,-0.013409,1.4605e-05,4.5485e-06,2.824e-05,0.24829,-0.013123,-0.0037565,-0.0010464,-0.0064136,0.04714,0.020734,0,0.021034
25.273,0,0,0,4.5568e-06,1.9996e-06,0,1393.6,-0.013417,1.4729e-05,4.1586e-06,2.9103e-05,0.28129,-0.013125,-0.0039644,-0.00099755,-0.0068582,0.047389,0.020871,0,0.021242
26.679,0,0,0,5.1836e-06,2.2755e-06,0,1300.8,-0.013408,1.5124e-05,3.6003e-06,3.0279e-05,0.31086,-0.013113,-0.0042023,-0.00089598,-0.0073255,0.047582,0.020977,0,0.021403
26.644,0,0,0,7.525e-06,3.5411e-06,0,1038.5,-0.013424,1.673e-05,2.5194e-06,3.091e-05,0.41853,-0.01312,-0.004951,-0.00068796,-0.008667,0.048026,0.021215,0,0.021777
25.591,0,0,0,7.2954e-06,3.3811e-06,0,1211.1,-0.013446,1.6044e-05,2.5874e-06,3.2108e-05,0.39584,-0.013134,-0.0047072,-0.00067229,-0.0084479,0.048225,0.02132,0,0.021947
24.596,0,0,0,7.1941e-06,3.3161e-06,0,1426.1,-0.013452,1.5572e-05,2.3618e-06,3.4164e-05,0.37283,-0.013133,-0.0045065,-0.00056588,-0.0083326,0.048473,0.021449,0,0.022158
27.651,0,0,0,6.1644e-06,2.705e-06,0,1571.4,-0.013471,1.5945e-05,2.6046e-06,3.3502e-05,0.31996,-0.013145,-0.0040771,-0.00059304,-0.0077458,0.048737,0.021582,0,0.022387
30.095,0,0,0,5.5665e-06,2.365e-06,0,1673,-0.013468,1.6518e-05,2.5213e-06,3.3582e-05,0.28617,-0.013139,-0.0038468,-0.00055629,-0.0074572,0.048922,0.021675,0,0.022546
28.835,0,0,0,8.946e-06,4.2352e-06,0,1221.4,-0.013485,1.6975e-05,1.3416e-06,3.7871e-05,0.4232,-0.01314,-0.0048402,-0.00032284,-0.0098662,0.049374,0.021897,0,0.02294
28.012,0,0,0,8.8545e-06,4.1221e-06,0,1313.9,-0.013506,1.6366e-05,1.3777e-06,3.885e-05,0.41297,-0.013155,-0.0046915,-0.00032996,-0.0097781,0.0495,0.021957,-1.034e-25,0.023051
26.505,0,0,0,9.0407e-06,4.2275e-06,0,1556.2,-0.013516,1.5541e-05,8.0887e-07,4.2683e-05,0.39637,-0.013152,-0.0044922,-0.00017611,-0.0098734,0.049829,0.022113,0,0.023341
33.972,0,0,0,7.7189e-06,3.4214e-06,0,1771.4,-0.013554,1.6609e-05,1.0545e-06,4.2838e-05,0.32844,-0.013172,-0.0039576,-0.00022435,-0.0092027,0.050287,0.022324,0,0.023747
33.708,0,0,0,1.2689e-05,6.4003e-06,0,1256.9,-0.013573,1.7304e-05,-4.6649e-07,4.7729e-05,0.49819,-0.013169,-0.0050263,0.0001539,-0.012251,0.050748,0.022527,0,0.024161
33.024,0,0,0,1.3134e-05,6.7355e-06,0,1376.4,-0.013577,1.6855e-05,-1.0356e-06,5.0638e-05,0.49376,-0.013165,-0.004936,0.00027467,-0.012416,0.050943,0.022609,-2.068e-25,0.024338
32.438,0,0,0,1.3907e-05,7.4827e-06,0,1541.6,-0.013563,1.6541e-05,-2.1066e-06,5.4975e-05,0.49043,-0.01314,-0.0048685,0.00050895,-0.012724,0.051213,0.022724,0,0.024582
42.735,0,0,0,1.3442e-05,7.5124e-06,0,1692.6,-0.013598,1.8308e-05,-2.2843e-06,5.6196e-05,0.44592,-0.013147,-0.0045442,0.00051377,-0.012275,0.051681,0.022915,0,0.025009
42.452,0,0,0,1.6113e-05,9.279e-06,0,1514.9,-0.013622,1.8523e-05,-2.6411e-06,5.6737e-05,0.52565,-0.013161,-0.0049517,0.00067262,-0.01336,0.051828,0.022973,0,0.025144
42.492,0,0,0,2.2369e-05,1.3869e-05,0,1119.1,-0.013627,1.9544e-05,-4.0672e-06,5.8623e-05,0.70833,-0.013148,-0.0059593,0.0011657,-0.015937,0.052154,0.023101,0,0.025445
37.66,0,0,0,2.5347e-05,1.6873e-05,0,1112.1,-0.013645,2.0021e-05,-6.0137e-06,6.2617e-05,0.7562,-0.013147,-0.0060953,0.0016465,-0.01709,0.052632,0.023279,0,0.025889
41.8,0,0,0,1.8975e-05,1.3341e-05,0,1889.1,-0.013681,1.8591e-05,-6.4075e-06,7.1784e-05,0.51213,-0.013159,-0.0046784,0.0013634,-0.015044,0.053116,0.023451,0,0.02634
45.612,0,0,0,1.947e-05,1.4193e-05,0,1919.2,-0.013687,1.8703e-05,-6.6927e-06,7.408e-05,0.51226,-0.013152,-0.0046592,0.0014129,-0.015348,0.053286,0.023508,0,0.026501
52.741,0,0,0,2.0391e-05,1.6167e-05,0,1975.4,-0.013673,1.9018e-05,-7.5218e-06,7.8254e-05,0.51243,-0.013115,-0.0046316,0.001566,-0.015896,0.053605,0.023615,0,0.026801
52.801,0,0,0,3.47e-05,2.9495e-05,0,1222.3,-0.013648,2.1306e-05,-1.0393e-05,7.7432e-05,0.85084,-0.013063,-0.0061228,0.0028014,-0.020149,0.054099,0.023774,0,0.027269
46.393,0,0,0,4.1099e-05,3.6662e-05,0,1085.4,-0.013646,2.2497e-05,-1.3152e-05,7.8235e-05,0.96481,-0.013038,-0.0065131,0.0036048,-0.021517,0.054599,0.023924,0,0.027746
46.977,0,0,0,3.9076e-05,3.502e-05,0,1200.2,-0.01369,2.2531e-05,-1.3142e-05,8.0348e-05,0.90408,-0.013068,-0.0062171,0.0034461,-0.021192,0.054744,0.023964,0,0.027885
48.314,0,0,0,3.3854e-05,3.2316e-05,0,1484.8,-0.013729,2.2695e-05,-1.3824e-05,8.4505e-05,0.75105,-0.01308,-0.0054495,0.003246,-0.020097,0.055104,0.024065,0,0.028231
50.215,0,0,0,2.784e-05,2.9792e-05,0,2346.2,-0.013737,1.7466e-05,-1.5752e-05,9.9898e-05,0.55128,-0.013053,-0.0040933,0.002961,-0.018899,0.055616,0.024198,0,0.028725
63.522,0,0,0,3.3475e-05,4.0278e-05,0,2324.9,-0.013698,1.5208e-05,-1.8515e-05,0.00010611,0.61168,-0.01299,-0.0037362,0.0035824,-0.020184,0.056135,0.024323,0,0.029228
63.696,0,0,0,3.9308e-05,4.7096e-05,0,2120.9,-0.013677,1.5441e-05,-1.9386e-05,0.00010511,0.71134,-0.012969,-0.003951,0.0040482,-0.021258,0.056244,0.024347,0,0.029335
63.855,0,0,0,6.0973e-05,7.319e-05,0,1338.7,-0.013563,1.6265e-05,-2.2991e-05,0.0001001,1.0871,-0.012864,-0.004734,0.0059009,-0.025081,0.056661,0.02444,-2.068e-25,0.029742
56.621,0,0,0,7.6569e-05,9.0747e-05,0,1078.3,-0.013503,1.7577e-05,-2.6871e-05,9.6872e-05,1.3159,-0.012795,-0.0050183,0.0073671,-0.026617,0.057198,0.024548,0,0.030267
59.062,0,0,0,6.8881e-05,8.443e-05,0,1263.6,-0.013498,1.8668e-05,-2.921e-05,9.8563e-05,1.1508,-0.012761,-0.0044511,0.0073809,-0.025114,0.057742,0.024645,-2.068e-25,0.030803
58.746,0,0,0,6.4698e-05,8.1191e-05,0,1406.7,-0.0135,1.8033e-05,-3.0948e-05,0.00010313,1.0578,-0.01274,-0.0040756,0.0074074,-0.024931,0.058163,0.024711,0,0.031219
58.48,0,0,0,6.3148e-05,8.0135e-05,0,1450.9,-0.013489,1.7782e-05,-3.1562e-05,0.00010409,1.0269,-0.012725,-0.0039431,0.007435,-0.024762,0.058293,0.024731,0,0.031348
58.339,0,0,0,6.2641e-05,7.9752e-05,0,1465.7,-0.013484,1.7682e-05,-3.1746e-05,0.00010418,1.0181,-0.012719,-0.0038938,0.0074409,-0.024667,0.058336,0.024737,0,0.03139
56.007,0,0,0,5.5709e-05,7.4709e-05,0,1641.9,-0.013387,1.6279e-05,-3.4176e-05,0.00010344,0.90592,-0.01263,-0.003254,0.0075627,-0.023134,0.058846,0.024806,0,0.031896
54.999,0,0,0,5.2365e-05,7.2072e-05,0,1739.9,-0.01335,1.5455e-05,-3.5293e-05,0.00010365,0.85148,-0.012592,-0.0029412,0.0075816,-0.022489,0.059395,0.024869,0,0.032441
51.883,0,0,0,4.1463e-05,6.354e-05,0,2195.2,-0.013253,1.1195e-05,-3.8019e-05,0.0001032,0.67738,-0.01249,-0.0018001,0.0072857,-0.020078,0.059934,0.024917,0,0.032977
52.836,0,0,0,3.3875e-05,5.8736e-05,0,3023.1,-0.013144,3.9591e-06,-4.2556e-05,0.00010714,0.52938,-0.012402,-0.00079932,0.0069808,-0.017881,0.060459,0.024954,0,0.033501
66.026,0,0,0,4.7487e-05,8.8423e-05,0,2707.5,-0.012957,-1.0745e-07,-4.782e-05,0.00010153,0.69178,-0.012293,-0.00021283,0.0086882,-0.018123,0.060969,0.024979,0,0.034011
68.914,0,0,0,0.00011667,0.00018055,0,1345.7,-0.012729,2.2149e-06,-5.1323e-05,8.4825e-05,1.5336,-0.012174,-0.00052248,0.013223,-0.021279,0.061467,0.024993,8.2718e-25,0.034509
59.368,0,0,0,0.00016444,0.00022787,0,911.66,-0.012664,6.8806e-06,-5.1195e-05,7.1467e-05,2.1039,-0.012124,-0.0010727,0.015332,-0.021274,0.061959,0.025,0,0.035
62.291,0,0,0,0.0001203,0.00017526,0,1346.4,-0.012633,9.4159e-06,-5.1831e-05,6.9023e-05,1.5601,-0.012098,-0.0010414,0.013151,-0.017632,0.06245,0.024993,0,0.035491
54.331,0,0,0,5.3566e-05,9.1905e-05,0,2709,-0.012463,5.7745e-06,-5.6723e-05,7.3524e-05,0.732,-0.012023,-0.00029772,0.010162,-0.013486,0.062948,0.024979,0,0.035989
41.23,0,0,0,3.6193e-05,6.8721e-05,0,3024,-0.012278,-4.8638e-09,-6.2069e-05,6.8584e-05,0.54756,-0.011949,0.00052064,0.01032,-0.011448,0.063459,0.024954,8.2718e-25,0.036499
40.527,0,0,0,5.4047e-05,0.00010318,0,2196.7,-0.012108,-1.7419e-06,-6.7342e-05,5.5768e-05,0.77302,-0.011888,0.00073661,0.012941,-0.010687,0.063984,0.024917,0,0.037023
40.129,0,0,0,7.5001e-05,0.0001339,0,1742.7,-0.011921,8.4866e-07,-7.2338e-05,3.6792e-05,1.019,-0.011835,0.00050359,0.01554,-0.0078639,0.064522,0.024869,0,0.037559
39.461,0,0,0,8.2328e-05,0.00014708,0,1645.2,-0.011869,1.7015e-06,-7.3548e-05,3.0979e-05,1.1012,-0.011827,0.00036424,0.016298,-0.0067539,0.065071,0.024806,0,0.038104
38.025,0,0,0,9.9418e-05,0.00017648,0,1455.4,-0.011771,3.7038e-06,-7.5679e-05,1.9635e-05,1.2884,-0.01182,-5.8736e-06,0.017852,-0.0044477,0.065624,0.024731,0,0.038652
37.265,0,0,0,0.00012312,0.00021503,0,1270.3,-0.011694,6.2148e-06,-7.7062e-05,9.0371e-06,1.5384,-0.011828,-0.00057009,0.019496,-0.001976,0.066175,0.024645,0,0.039196
39.786,0,0,0,0.00015861,0.00025596,0,1115.8,-0.011654,9.3359e-06,-7.8041e-05,2.2539e-06,1.872,-0.011837,-0.0012829,0.021155,-0.000222,0.06664,0.024562,0,0.039654
40.11,0,0,0,0.00016424,0.00026235,0,1089.1,-0.011647,9.9075e-06,-7.8121e-05,7.5942e-07,1.9266,-0.011841,-0.0014167,0.021419,0.00016198,0.06672,0.024548,0,0.039733
41.112,0,0,0,0.00012484,0.00021078,0,1346.8,-0.011619,1.328e-05,-7.9637e-05,-1.2568e-05,1.5427,-0.011877,-0.0020473,0.020003,0.0031697,0.067256,0.02444,0,0.040258
40.281,0,0,0,5.2955e-05,0.00010613,0,2328.6,-0.011591,1.6513e-05,-8.2283e-05,-2.8091e-05,0.76792,-0.011923,-0.0022259,0.015687,0.0053967,0.067783,0.024323,0,0.040772
42.942,0,0,0,6.0243e-05,0.00010653,0,2341.9,-0.01159,1.8076e-05,-8.1444e-05,-3.3752e-05,0.81458,-0.011964,-0.0025527,0.015446,0.0065877,0.06808,0.024251,0,0.04106
45.292,0,0,0,6.3851e-05,0.00010475,0,2351.7,-0.011607,1.937e-05,-8.0106e-05,-3.9392e-05,0.83748,-0.012013,-0.0028435,0.01513,0.0077419,0.068302,0.024198,0,0.041275
53.532,0,0,0,0.00010646,0.00017491,0,1493.9,-0.01164,2.0427e-05,-7.6934e-05,-4.2492e-05,1.3323,-0.012102,-0.0037954,0.018062,0.01037,0.068813,0.024065,0,0.041769
59.884,0,0,0,0.00015063,0.00024769,0,1196.9,-0.011656,2.1972e-05,-7.7732e-05,-4.4242e-05,1.7859,-0.012145,-0.0047547,0.020563,0.012166,0.069195,0.023958,0,0.042135
62.01,0,0,0,0.00016402,0.00027018,0,1100.5,-0.011668,2.2526e-05,-7.7755e-05,-4.5158e-05,1.9271,-0.012165,-0.0050828,0.021319,0.012829,0.069319,0.023924,0,0.042254
70.501,0,0,0,0.00013902,0.0002281,0,1235.1,-0.011731,2.5645e-05,-7.8931e-05,-5.7181e-05,1.6966,-0.012261,-0.0058085,0.020643,0.015004,0.069818,0.023774,0,0.042731
72.424,0,0,0,7.1078e-05,0.00011888,0,1981.7,-0.011806,3.0481e-05,-8.0889e-05,-7.3862e-05,0.95601,-0.012377,-0.0057768,0.016599,0.015322,0.070313,0.023615,0,0.043199
71.998,0,0,0,7.7996e-05,0.00013667,0,1938.3,-0.011863,3.3003e-05,-7.9107e-05,-7.4769e-05,1.022,-0.012443,-0.0063386,0.016458,0.015898,0.070564,0.023531,0,0.043436
71.379,0,0,0,8.2376e-05,0.00015032,0,1897,-0.011949,3.5222e-05,-7.6497e-05,-7.5943e-05,1.0704,-0.012524,-0.0068598,0.016129,0.0165,0.070802,0.023451,2.068e-25,0.04366
76.004,0,0,0,0.00014096,0.00026496,0,1126.4,-0.012074,3.6332e-05,-7.1721e-05,-7.054e-05,1.7835,-0.01263,-0.0089035,0.019562,0.019739,0.071285,0.023279,0,0.044111
85.237,0,0,0,0.00013902,0.00025556,0,1132.1,-0.012146,3.7016e-05,-7.2475e-05,-7.715e-05,1.7659,-0.012698,-0.0094187,0.019731,0.021076,0.071677,0.023133,0,0.044476
87.176,0,0,0,0.00013765,0.00025219,0,1133.3,-0.012168,3.713e-05,-7.2452e-05,-7.8636e-05,1.7561,-0.012717,-0.0095276,0.019716,0.021377,0.071763,0.023101,0,0.044555
90.105,0,0,0,8.3449e-05,0.0001499,0,1701.3,-0.012319,4.0953e-05,-7.3243e-05,-9.0593e-05,1.1102,-0.01285,-0.008858,0.016153,0.020166,0.072236,0.022915,0,0.04499
89.119,0,0,0,8.6221e-05,0.00015773,0,1676.1,-0.012347,4.1554e-05,-7.2866e-05,-9.0504e-05,1.145,-0.012871,-0.0091064,0.016249,0.020399,0.072315,0.022883,0,0.045063
83.556,0,0,0,9.6757e-05,0.00019151,0,1551.8,-0.012516,4.4059e-05,-6.9993e-05,-8.9731e-05,1.2955,-0.012984,-0.010251,0.016482,0.021452,0.072705,0.022724,0,0.045418
89.884,0,0,0,9.6978e-05,0.00019561,0,1267.3,-0.012685,4.5821e-05,-6.5075e-05,-8.996e-05,1.3791,-0.013102,-0.0114,0.016627,0.023098,0.073169,0.022527,0,0.045839
92.632,0,0,0,6.6337e-05,0.00013212,0,1778.7,-0.012854,4.8083e-05,-6.4172e-05,-9.7602e-05,0.96187,-0.013216,-0.010403,0.013775,0.021096,0.073631,0.022324,0,0.046253
85.516,0,0,0,8.1453e-05,0.00017209,0,1565.2,-0.013022,4.9197e-05,-6.2569e-05,-9.4259e-05,1.1893,-0.013311,-0.011782,0.014734,0.022302,0.074088,0.022113,0,0.046659
89.5,0,0,0,8.5224e-05,0.00018061,0,1388,-0.013089,5.0091e-05,-6.0955e-05,-9.3339e-05,1.2659,-0.013363,-0.0125,0.015086,0.02319,0.07433,0.021998,0,0.046872
92.154,0,0,0,8.5945e-05,0.00018353,0,1231,-0.013169,5.0312e-05,-5.8607e-05,-9.1849e-05,1.3147,-0.013412,-0.013019,0.015181,0.023806,0.074543,0.021897,0,0.04706
94.686,0,0,0,6.1676e-05,0.00013182,0,1679.9,-0.013332,5.147e-05,-5.6972e-05,-9.6034e-05,0.95182,-0.013507,-0.011631,0.012562,0.021239,0.074996,0.021675,0,0.047454
86.5,0,0,0,7.6614e-05,0.00016947,0,1434.6,-0.013484,5.0733e-05,-5.5391e-05,-9.0622e-05,1.2149,-0.013577,-0.013032,0.013706,0.022375,0.075445,0.021449,0,0.047842
89.933,0,0,0,7.8769e-05,0.00017742,0,1047.3,-0.013632,5.0152e-05,-5.0404e-05,-8.3426e-05,1.3579,-0.013656,-0.014159,0.014107,0.023313,0.075892,0.021215,0,0.048223
89.311,0,0,0,6.0777e-05,0.00014166,0,1307.7,-0.013715,4.8542e-05,-4.9639e-05,-8.9165e-05,1.0642,-0.013693,-0.012908,0.012337,0.021591,0.076336,0.020977,0,0.048597
82.447,0,0,0,4.8456e-05,0.00011658,0,1519,-0.013849,4.7806e-05,-4.5782e-05,-8.9009e-05,0.8739,-0.013758,-0.01189,0.010567,0.020042,0.076778,0.020734,0,0.048966
75.777,0,0,0,3.6201e-05,8.9224e-05,0,1720.4,-0.013982,4.6785e-05,-4.1535e-05,-8.7943e-05,0.71338,-0.013825,-0.011149,0.0089773,0.018515,0.077218,0.020485,0,0.04933
69.362,0,0,0,2.8542e-05,7.2611e-05,0,1942.7,-0.014086,4.5195e-05,-3.7079e-05,-8.4172e-05,0.59236,-0.013872,-0.010349,0.007571,0.016704,0.077658,0.020228,0,0.049687
65.548,0,0,0,2.0488e-05,5.4811e-05,0,2222.6,-0.014199,4.5332e-05,-3.2265e-05,-7.2942e-05,0.47228,-0.013923,-0.0092007,0.0061361,0.013872,0.078097,0.019968,0,0.05004
