"Co","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","k","kMean","nut","omega","p","pMean","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","arc_length","Points:0","Points:1","Points:2"
14.566,-0.0040516,1.1185e-06,0.0040429,0,0,0,8.7411e-06,1.6052e-05,0,1148.6,-0.01681,-0.012979,1.7679e-05,-3.5247e-09,-1.8297e-05,0.42976,0,-0.0045043,0,0.10041
14.445,-0.0057338,1.7923e-07,0.0046607,0,0,0,8.6632e-06,1.5205e-05,0,1255.9,-0.01676,-0.012904,2.0573e-05,-7.1353e-10,-2.2094e-05,0.40806,0.0003136,-0.0041957,0,0.10035
17.145,-0.0086814,-2.2793e-06,0.0033807,0,0,0,7.5014e-06,1.2257e-05,0,1443.6,-0.016607,-0.012789,3.3665e-05,9.3517e-09,-1.6411e-05,0.3538,0.00086514,-0.0036509,0,0.10027
17.623,-0.0094145,-6.54e-06,0.0022351,0,0,0,5.787e-06,9.9891e-06,0,1635.7,-0.016462,-0.012715,4.0392e-05,3.0966e-08,-1.196e-05,0.29184,0.0014186,-0.0031026,0,0.10019
17.202,-0.0092021,-1.125e-05,0.0013965,0,0,0,4.6432e-06,8.752e-06,0,1856.4,-0.016364,-0.012663,4.3038e-05,5.5866e-08,-7.9536e-06,0.24556,0.0019679,-0.0025569,0,0.10013
17.223,-0.0089234,-1.3948e-05,0.00095455,0,0,0,3.9997e-06,7.6424e-06,0,2194.9,-0.016296,-0.012617,4.5859e-05,7.3759e-08,-5.8356e-06,0.21013,0.002507,-0.00202,0,0.10008
19.175,-0.0084472,-1.536e-05,0.00052508,0,0,0,3.3232e-06,6.2152e-06,0,3026,-0.016234,-0.012582,5.0792e-05,9.4519e-08,-2.7678e-06,0.16572,0.0030319,-0.0014964,0,0.10005
24.955,-0.0087059,-2.1572e-05,0.00031791,0,0,0,3.8593e-06,6.5429e-06,0,2706.5,-0.016178,-0.012542,4.9242e-05,1.1914e-07,-1.4232e-06,0.19691,0.0035416,-0.00098722,0,0.10002
23.148,-0.01006,-3.3231e-05,0.00069944,0,0,0,7.2759e-06,1.0199e-05,0,1332.3,-0.016128,-0.012491,4.0567e-05,1.3256e-07,-3.0492e-06,0.38379,0.0040389,-0.00049017,0,0.10001
18.159,-0.010477,-3.7514e-05,0.00091529,0,0,0,9.1828e-06,1.1199e-05,0,970.05,-0.016101,-0.012469,3.6185e-05,1.316e-07,-4.3472e-06,0.48631,0.0044421,-8.7001e-05,0,0.1
17.083,-0.010567,-3.8438e-05,0.00096186,0,0,0,9.5942e-06,1.1415e-05,0,891.89,-0.016095,-0.012465,3.524e-05,1.3139e-07,-4.6273e-06,0.50843,0.0045291,-1.9138e-08,4.1359e-25,0.1
21.533,-0.0094,-3.3354e-05,0.00071411,0,0,0,6.4365e-06,8.0249e-06,0,1332.2,-0.016066,-0.012459,3.6435e-05,1.3248e-07,-5.1094e-06,0.35987,0.0050193,0.00049014,0,0.10001
20.006,-0.0067561,-2.4054e-05,0.00035992,0,0,0,2.2668e-06,5.2112e-06,0,2706.4,-0.016036,-0.012469,3.6196e-05,1.3223e-07,-4.6519e-06,0.15056,0.0055165,0.00098719,0,0.10002
13.522,-0.0056217,-2.0283e-05,-4.2037e-05,0,0,0,1.3497e-06,5.5476e-06,0,3025.8,-0.016016,-0.012495,3.3322e-05,1.2262e-07,-1.4345e-06,0.10563,0.0060263,0.0014964,0,0.10005
13.854,-0.0065644,-2.3554e-05,-0.00048492,0,0,0,1.8088e-06,7.6101e-06,0,2194.6,-0.016,-0.012502,3.3495e-05,1.2266e-07,3.1889e-06,0.14131,0.0065512,0.00202,0,0.10008
16.103,-0.0077799,-2.6842e-05,-0.0010147,0,0,0,2.6087e-06,9.3555e-06,0,1856.1,-0.015987,-0.012484,3.6426e-05,1.2932e-07,6.4365e-06,0.18359,0.0070904,0.0025569,0,0.10013
19.159,-0.0094182,-3.1107e-05,-0.0016944,0,0,0,3.9705e-06,1.0638e-05,0,1635.5,-0.015969,-0.012443,4.1442e-05,1.4084e-07,9.8742e-06,0.24121,0.0076397,0.0031026,0,0.10019
22.131,-0.011051,-3.6761e-05,-0.0023114,0,0,0,5.6378e-06,1.1272e-05,0,1443.4,-0.015941,-0.012387,4.6046e-05,1.5656e-07,1.2085e-05,0.30661,0.0081931,0.0036509,0,0.10027
23.987,-0.012443,-4.2824e-05,-0.0026697,0,0,0,7.0193e-06,1.1376e-05,0,1255.7,-0.015906,-0.012329,4.8841e-05,1.7025e-07,1.2311e-05,0.36745,0.0087447,0.0041957,0,0.10035
22.936,-0.013504,-4.7167e-05,-0.0027504,0,0,0,7.6669e-06,1.1002e-05,0,1069.3,-0.015879,-0.012287,4.9455e-05,1.7343e-07,1.0015e-05,0.41628,0.0092898,0.0047322,0,0.10045
26.893,-0.012845,-4.497e-05,-0.0025049,0,0,0,6.3721e-06,9.1541e-06,0,1288.4,-0.015852,-0.012262,5.0729e-05,1.7815e-07,8.7587e-06,0.35639,0.0097368,0.00517,0,0.10054
27.683,-0.012713,-4.4531e-05,-0.0024559,0,0,0,6.1135e-06,8.7849e-06,0,1332.2,-0.015847,-0.012257,5.0984e-05,1.7909e-07,8.5077e-06,0.34442,0.009826,0.0052574,0,0.10056
28.697,-0.0098731,-3.3743e-05,-0.0019891,0,0,0,3.6118e-06,6.0204e-06,0,2322.8,-0.015808,-0.012236,5.1417e-05,1.7617e-07,8.3174e-06,0.20083,0.010353,0.0057713,0,0.10068
27.17,-0.0096538,-3.3279e-05,-0.0020235,0,0,0,3.5393e-06,5.9346e-06,0,2327.9,-0.015798,-0.012232,5.043e-05,1.7427e-07,8.5692e-06,0.19836,0.010471,0.005886,-2.068e-25,0.10071
21.996,-0.0089106,-3.1709e-05,-0.0021397,0,0,0,3.2938e-06,5.6439e-06,0,2345,-0.015764,-0.012216,4.7082e-05,1.6785e-07,9.4225e-06,0.18998,0.010872,0.0062746,0,0.1008
19.985,-0.0095383,-3.9699e-05,-0.0025091,0,0,0,3.9205e-06,6.296e-06,0,1481.3,-0.015719,-0.012186,4.0735e-05,1.6992e-07,1.0025e-05,0.25511,0.011383,0.0067681,0,0.10093
18.05,-0.0096012,-4.3976e-05,-0.0025771,0,0,0,4.0297e-06,6.5494e-06,0,1116.7,-0.015699,-0.012167,3.5892e-05,1.6288e-07,8.1287e-06,0.29773,0.011841,0.007208,0,0.10106
17.853,-0.0096076,-4.4413e-05,-0.0025841,0,0,0,4.0409e-06,6.5752e-06,0,1079.5,-0.015696,-0.012165,3.5398e-05,1.6217e-07,7.9351e-06,0.30208,0.011888,0.0072529,0,0.10108
20.601,-0.0087569,-4.2346e-05,-0.0024081,0,0,0,3.2086e-06,5.9641e-06,0,1217.4,-0.015677,-0.012151,3.3646e-05,1.6167e-07,7.6702e-06,0.25898,0.012387,0.0077294,0,0.10123
21.057,-0.006602,-3.3089e-05,-0.0018931,0,0,0,1.873e-06,4.8149e-06,0,1973.9,-0.015659,-0.012144,3.2011e-05,1.5986e-07,7.303e-06,0.15531,0.012881,0.0081971,0,0.10138
19.543,-0.006417,-3.2832e-05,-0.0019007,0,0,0,1.848e-06,4.8811e-06,0,1946.9,-0.015654,-0.012141,3.0898e-05,1.577e-07,7.3588e-06,0.15611,0.013037,0.0083438,0,0.10144
16.311,-0.0060219,-3.2284e-05,-0.0019172,0,0,0,1.7947e-06,5.0226e-06,0,1889.1,-0.015642,-0.012135,2.8521e-05,1.5311e-07,7.478e-06,0.15782,0.013369,0.0086569,0,0.10155
14.703,-0.0069237,-3.9195e-05,-0.0024533,0,0,0,2.4465e-06,6.0731e-06,0,1110.9,-0.015627,-0.012123,2.5488e-05,1.4681e-07,8.1611e-06,0.23451,0.013852,0.0091085,0,0.10172
17.064,-0.0066787,-3.8801e-05,-0.0025256,0,0,0,2.2781e-06,6.0277e-06,0,1118,-0.015617,-0.012116,2.4511e-05,1.4478e-07,8.7166e-06,0.22611,0.014289,0.0095141,0,0.10188
17.287,-0.0066556,-3.8764e-05,-0.0025324,0,0,0,2.2622e-06,6.0234e-06,0,1118.6,-0.015616,-0.012115,2.4419e-05,1.4459e-07,8.7691e-06,0.22531,0.01433,0.0095524,0,0.1019
17.874,-0.0052465,-3.1238e-05,-0.0020041,0,0,0,1.4771e-06,5.1605e-06,0,1694.7,-0.01561,-0.012113,2.3703e-05,1.4151e-07,8.1471e-06,0.14764,0.014803,0.0099875,0,0.10208
14.349,-0.0052507,-3.1031e-05,-0.0021415,0,0,0,1.5835e-06,5.4397e-06,0,1542.7,-0.015607,-0.012113,2.2355e-05,1.3191e-07,7.5487e-06,0.16568,0.015272,0.010416,0,0.10227
15.162,-0.0054686,-3.272e-05,-0.0023743,0,0,0,1.6938e-06,5.6331e-06,0,1407.4,-0.015601,-0.012107,2.2166e-05,1.3412e-07,8.8757e-06,0.17665,0.015492,0.010614,0,0.10237
16.073,-0.0057127,-3.4612e-05,-0.0026352,0,0,0,1.8173e-06,5.8497e-06,0,1255.9,-0.015594,-0.0121,2.1954e-05,1.3659e-07,1.0362e-05,0.18893,0.015737,0.010837,0,0.10247
16.803,-0.004633,-2.9114e-05,-0.0021641,0,0,0,1.3153e-06,5.3164e-06,0,1770.8,-0.015592,-0.012096,2.1366e-05,1.3483e-07,9.6215e-06,0.13557,0.016199,0.011251,0,0.10267
14.607,-0.004916,-2.991e-05,-0.0023839,0,0,0,1.6133e-06,5.8243e-06,0,1555.2,-0.015592,-0.012097,2.0865e-05,1.2674e-07,8.8091e-06,0.16758,0.016658,0.011658,0,0.10289
16.788,-0.0055923,-3.4624e-05,-0.0030835,0,0,0,2.0216e-06,6.4058e-06,0,1218.9,-0.015582,-0.012087,2.0888e-05,1.3597e-07,1.2335e-05,0.20177,0.017113,0.012059,0,0.1031
18.063,-0.0046896,-2.9731e-05,-0.0026486,0,0,0,1.621e-06,5.8873e-06,0,1669.9,-0.015581,-0.012084,2.0756e-05,1.3558e-07,1.1981e-05,0.15458,0.017566,0.012453,4.1359e-25,0.10333
16.926,-0.0052043,-3.0859e-05,-0.0030565,0,0,0,2.2122e-06,6.5834e-06,0,1423.3,-0.015583,-0.012082,2.0765e-05,1.2487e-07,1.1318e-05,0.20692,0.018015,0.012842,0,0.10355
19.504,-0.006248,-3.7009e-05,-0.004123,0,0,0,3.0623e-06,7.5502e-06,0,1037,-0.015572,-0.012069,2.1143e-05,1.3391e-07,1.5786e-05,0.26768,0.018462,0.013222,0,0.10379
20.795,-0.0056316,-3.2852e-05,-0.0038073,0,0,0,2.5501e-06,6.6952e-06,0,1301.7,-0.015578,-0.012069,2.2051e-05,1.3277e-07,1.5328e-05,0.21788,0.018906,0.013597,0,0.10402
20.323,-0.0055101,-3.0024e-05,-0.0038754,0,0,0,2.3737e-06,6.2066e-06,0,1516.2,-0.01558,-0.012069,2.3078e-05,1.3301e-07,1.7431e-05,0.19316,0.019348,0.013966,0,0.10427
20.641,-0.0054885,-2.7665e-05,-0.0040034,0,0,0,2.346e-06,6.0071e-06,0,1720,-0.015583,-0.012073,2.4425e-05,1.2978e-07,1.8934e-05,0.1813,0.019788,0.01433,0,0.10452
21.07,-0.0054154,-2.5178e-05,-0.0041467,0,0,0,2.3143e-06,5.801e-06,0,1942.7,-0.015583,-0.012069,2.5607e-05,1.2584e-07,2.0912e-05,0.16848,0.020228,0.014687,0,0.10477
22.608,-0.0053021,-2.4169e-05,-0.0042702,0,0,0,2.5798e-06,6.1269e-06,0,2220.5,-0.015579,-0.012053,2.6142e-05,1.2741e-07,2.3604e-05,0.16752,0.020667,0.01504,0,0.10503
24.377,-0.0063405,-2.8681e-05,-0.0053584,0,0,0,4.1763e-06,7.7795e-06,0,1717.9,-0.015578,-0.01205,2.6621e-05,1.2315e-07,2.2896e-05,0.26364,0.021106,0.015389,2.068e-25,0.1053
26.499,-0.0072189,-3.4002e-05,-0.0064228,0,0,0,5.3911e-06,8.9001e-06,0,1404.5,-0.015568,-0.012047,2.7022e-05,1.348e-07,2.6475e-05,0.32045,0.02134,0.015572,2.068e-25,0.10544
28.348,-0.007984,-3.8635e-05,-0.0073497,0,0,0,6.449e-06,9.8761e-06,0,1131.5,-0.015559,-0.012044,2.7371e-05,1.4495e-07,2.9592e-05,0.36993,0.021544,0.015732,0,0.10557
30.183,-0.0078962,-3.829e-05,-0.0073509,0,0,0,6.3973e-06,9.7661e-06,0,1224.6,-0.015561,-0.012055,2.8693e-05,1.4905e-07,3.0225e-05,0.3553,0.021764,0.015901,0,0.10571
32.009,-0.0078088,-3.7946e-05,-0.007352,0,0,0,6.3459e-06,9.6566e-06,0,1317.3,-0.015563,-0.012065,3.0009e-05,1.5314e-07,3.0854e-05,0.34074,0.021982,0.016069,0,0.10585
33.183,-0.0081575,-3.8681e-05,-0.0078971,0,0,0,6.9458e-06,9.8594e-06,0,1434,-0.01556,-0.012068,3.2359e-05,1.6417e-07,3.4903e-05,0.33925,0.022419,0.016402,-2.068e-25,0.10613
35.309,-0.0084606,-3.9376e-05,-0.0084908,0,0,0,7.589e-06,1.0153e-05,0,1495.3,-0.015555,-0.012068,3.4324e-05,1.7095e-07,3.8016e-05,0.349,0.022856,0.016729,2.068e-25,0.10642
37.11,-0.0088041,-4.025e-05,-0.0091609,0,0,0,8.5339e-06,1.0596e-05,0,1533.4,-0.015546,-0.012065,3.6085e-05,1.7749e-07,4.152e-05,0.36388,0.023292,0.01705,0,0.10672
39.521,-0.0092103,-4.1572e-05,-0.0099119,0,0,0,9.5271e-06,1.1109e-05,0,1556,-0.015536,-0.012061,3.7985e-05,1.8504e-07,4.5224e-05,0.38335,0.023728,0.017366,0,0.10702
41.757,-0.0096187,-4.3478e-05,-0.010737,0,0,0,1.0972e-05,1.1917e-05,0,1570.1,-0.015521,-0.012055,3.9862e-05,1.9521e-07,4.9006e-05,0.40789,0.024163,0.017678,0,0.10732
44.491,-0.010066,-4.5462e-05,-0.011622,0,0,0,1.2414e-05,1.27e-05,0,1555.6,-0.015502,-0.012048,4.1602e-05,2.0292e-07,5.2709e-05,0.43769,0.024598,0.017981,0,0.10763
47,-0.010525,-4.7747e-05,-0.012567,0,0,0,1.453e-05,1.3812e-05,0,1532.9,-0.01548,-0.012036,4.3066e-05,2.1052e-07,5.6466e-05,0.47524,0.025034,0.018281,0,0.10795
50.122,-0.010996,-5.0233e-05,-0.013554,0,0,0,1.6525e-05,1.4937e-05,0,1493.3,-0.015449,-0.012016,4.4646e-05,2.182e-07,6.0061e-05,0.51554,0.02547,0.018577,0,0.10827
52.602,-0.01146,-5.3259e-05,-0.014441,0,0,0,1.9412e-05,1.6636e-05,0,1430.8,-0.01541,-0.011988,4.5882e-05,2.2501e-07,6.2514e-05,0.56929,0.025906,0.018865,0,0.1086
53.595,-0.011711,-5.4607e-05,-0.01476,0,0,0,2.0312e-05,1.7182e-05,0,1395.3,-0.015399,-0.011978,4.6329e-05,2.2775e-07,6.3121e-05,0.59093,0.026042,0.018953,0,0.1087
55.8,-0.012269,-5.7604e-05,-0.015469,0,0,0,2.2311e-05,1.8396e-05,0,1316.4,-0.015374,-0.011956,4.732e-05,2.3385e-07,6.4469e-05,0.63901,0.026344,0.019149,0,0.10893
54.157,-0.013376,-6.1961e-05,-0.016841,0,0,0,2.6046e-05,2.0736e-05,0,1133.4,-0.015354,-0.011927,4.9327e-05,2.3311e-07,6.291e-05,0.746,0.026782,0.019428,0,0.10927
53.373,-0.012867,-5.921e-05,-0.016519,0,0,0,2.5009e-05,2.0212e-05,0,1410.8,-0.015335,-0.01191,5.0363e-05,2.3891e-07,6.6826e-05,0.69057,0.026989,0.019558,0,0.10943
52.497,-0.012298,-5.6135e-05,-0.016159,0,0,0,2.3849e-05,1.9627e-05,0,1721,-0.015315,-0.011891,5.1521e-05,2.4539e-07,7.1203e-05,0.6286,0.02722,0.019702,0,0.10961
58.972,-0.010459,-4.4231e-05,-0.014911,0,0,0,1.7834e-05,1.5884e-05,0,2221.3,-0.01528,-0.011881,5.3377e-05,2.3455e-07,7.7511e-05,0.44061,0.027659,0.019968,0,0.10996
58.99,-0.011327,-5.0238e-05,-0.016993,0,0,0,2.2442e-05,1.8395e-05,0,1941.9,-0.015206,-0.011832,5.2096e-05,2.4778e-07,8.4579e-05,0.52652,0.028098,0.020228,0,0.11031
61.505,-0.011802,-5.5547e-05,-0.018251,0,0,0,2.6415e-05,2.0656e-05,0,1719.8,-0.015132,-0.011789,5.1749e-05,2.581e-07,8.5554e-05,0.60901,0.028537,0.020485,0,0.11067
64.108,-0.012213,-6.1132e-05,-0.019348,0,0,0,3.2779e-05,2.4451e-05,0,1516.3,-0.015049,-0.011765,5.0723e-05,2.6601e-07,8.482e-05,0.72022,0.028978,0.020734,0,0.11103
65.837,-0.012608,-6.492e-05,-0.020127,0,0,0,3.6425e-05,2.6904e-05,0,1389.6,-0.015001,-0.011763,4.9985e-05,2.7032e-07,8.4444e-05,0.7983,0.029242,0.020879,0,0.11125
67.006,-0.012875,-6.748e-05,-0.020654,0,0,0,3.889e-05,2.8562e-05,0,1303.9,-0.014968,-0.011761,4.9486e-05,2.7323e-07,8.419e-05,0.85108,0.02942,0.020977,0,0.1114
66.026,-0.013144,-6.9644e-05,-0.021133,0,0,0,4.1698e-05,3.0539e-05,0,1218.3,-0.014948,-0.011761,4.936e-05,2.7124e-07,8.234e-05,0.91789,0.029566,0.021055,0,0.11153
64.022,-0.013694,-7.4069e-05,-0.022112,0,0,0,4.7438e-05,3.4582e-05,0,1043.3,-0.014905,-0.011761,4.9101e-05,2.6716e-07,7.8559e-05,1.0545,0.029864,0.021215,0,0.11178
61.435,-0.012558,-7.0108e-05,-0.02112,0,0,0,4.5332e-05,3.3952e-05,0,1429.9,-0.014818,-0.011692,4.9613e-05,2.8407e-07,8.5082e-05,0.93436,0.03031,0.021449,0,0.11216
70.697,-0.011172,-6.2022e-05,-0.020205,0,0,0,3.6164e-05,2.8576e-05,0,1676.1,-0.014729,-0.011656,4.962e-05,2.8132e-07,9.101e-05,0.72855,0.03076,0.021675,0,0.11255
64.297,-0.012331,-7.2612e-05,-0.022557,0,0,0,4.7177e-05,3.5651e-05,0,1226.4,-0.014629,-0.011646,4.7669e-05,2.788e-07,8.6903e-05,0.9745,0.031212,0.021897,0,0.11294
59.755,-0.011366,-7.1108e-05,-0.021477,0,0,0,4.5904e-05,3.498e-05,0,1560.2,-0.014523,-0.011572,4.7524e-05,2.9942e-07,9.0698e-05,0.89232,0.031667,0.022113,0,0.11334
68.868,-0.01007,-6.6669e-05,-0.020619,0,0,0,3.7606e-05,2.9758e-05,0,1774.1,-0.014416,-0.011516,4.6138e-05,3.0823e-07,9.5295e-05,0.72396,0.032125,0.022324,0,0.11375
62.284,-0.010983,-8.0302e-05,-0.022773,0,0,0,5.0849e-05,3.8125e-05,0,1261.7,-0.014299,-0.011481,4.3541e-05,3.1335e-07,8.8783e-05,0.99929,0.032586,0.022527,0,0.11416
59.737,-0.010495,-7.9946e-05,-0.022147,0,0,0,5.0531e-05,3.8038e-05,0,1406.5,-0.014237,-0.011444,4.2942e-05,3.2605e-07,8.9651e-05,0.96533,0.032823,0.022627,0,0.11438
57.286,-0.010025,-7.9604e-05,-0.021544,0,0,0,5.0225e-05,3.7955e-05,0,1545.9,-0.014177,-0.011408,4.2366e-05,3.3827e-07,9.0486e-05,0.93265,0.033051,0.022724,0,0.11458
66.529,-0.008806,-7.6888e-05,-0.020809,0,0,0,4.3081e-05,3.3155e-05,0,1695,-0.01405,-0.011336,3.9229e-05,3.4898e-07,9.38e-05,0.79773,0.03352,0.022915,0,0.11501
62.61,-0.0092698,-8.6178e-05,-0.021947,0,0,0,5.5103e-05,4.0114e-05,0,1390.9,-0.013981,-0.0113,3.7488e-05,3.4761e-07,8.8911e-05,1.0196,0.033771,0.023014,0,0.11524
59.163,-0.0096778,-9.4352e-05,-0.022947,0,0,0,6.5682e-05,4.6237e-05,0,1123.4,-0.013921,-0.011269,3.5956e-05,3.464e-07,8.461e-05,1.2148,0.033993,0.023101,0,0.11545
49.134,-0.0092586,-9.5564e-05,-0.022193,0,0,0,6.783e-05,4.8508e-05,0,1116.8,-0.013808,-0.011235,3.6257e-05,3.5052e-07,7.9885e-05,1.2376,0.034471,0.023279,0,0.11589
49.893,-0.0088617,-9.2213e-05,-0.021606,0,0,0,6.2495e-05,4.5803e-05,0,1277.6,-0.013781,-0.01123,3.6188e-05,3.5601e-07,8.199e-05,1.1396,0.034571,0.023314,0,0.11598
52.796,-0.0073428,-7.9391e-05,-0.01936,0,0,0,4.208e-05,3.5448e-05,0,1892.7,-0.01368,-0.011209,3.592e-05,3.7701e-07,9.0046e-05,0.76466,0.034953,0.023451,0,0.11634
58.085,-0.0064842,-8.1686e-05,-0.01908,0,0,0,3.7456e-05,3.4011e-05,0,1978.4,-0.013531,-0.011181,3.1426e-05,3.964e-07,9.2732e-05,0.69367,0.035443,0.023615,0,0.1168
54.133,-0.0067309,-9.2605e-05,-0.019826,0,0,0,5.1808e-05,4.2216e-05,0,1587.2,-0.013459,-0.011137,2.9383e-05,3.9305e-07,8.5515e-05,0.938,0.0357,0.023698,0,0.11704
50.485,-0.0069586,-0.00010269,-0.020514,0,0,0,6.5058e-05,4.9792e-05,0,1226,-0.013392,-0.011095,2.7496e-05,3.8996e-07,7.8854e-05,1.1635,0.035937,0.023774,0,0.11727
40.368,-0.0066085,-0.00010339,-0.019716,0,0,0,7.2609e-05,5.5334e-05,0,1089.4,-0.013268,-0.011,2.6367e-05,3.7478e-07,7.0712e-05,1.2819,0.036437,0.023924,0,0.11775
40.168,-0.0061736,-9.542e-05,-0.019013,0,0,0,6.3921e-05,5.1299e-05,0,1223.7,-0.013227,-0.010994,2.6108e-05,3.6072e-07,7.1653e-05,1.1474,0.036608,0.023972,0,0.11791
39.777,-0.005322,-7.9804e-05,-0.017636,0,0,0,4.6909e-05,4.3398e-05,0,1486.6,-0.013146,-0.010983,2.56e-05,3.3318e-07,7.3497e-05,0.88407,0.036942,0.024065,0,0.11823
39.536,-0.0042348,-6.008e-05,-0.015407,0,0,0,2.8542e-05,3.4628e-05,0,2347,-0.013009,-0.010842,2.4115e-05,3.1075e-07,8.0318e-05,0.56019,0.037454,0.024198,0,0.11873
42.552,-0.0036384,-6.6183e-05,-0.014826,0,0,0,2.588e-05,3.3011e-05,0,2325.3,-0.012869,-0.01063,1.9933e-05,3.4038e-07,7.7911e-05,0.53716,0.037972,0.024323,0,0.11923
40.562,-0.0036998,-7.7543e-05,-0.015067,0,0,0,3.5261e-05,3.8263e-05,0,2010.1,-0.012829,-0.010567,1.8854e-05,3.5824e-07,7.3039e-05,0.69475,0.038141,0.02436,0,0.11939
36.323,-0.0038305,-0.00010174,-0.015581,0,0,0,5.5241e-05,4.9449e-05,0,1338.8,-0.012744,-0.010433,1.6556e-05,3.9627e-07,6.2663e-05,1.0304,0.038499,0.02444,0,0.11974
